This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for 17 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
        Food   Mines  Oil    Clths  Durbl  Chems  Cnsum  Cnstr  Steel  FabPr  Machn  Cars   Trans  Utils  Rtail  Finan  Other
194012   0.80   0.79   2.22  -1.15  -1.37   2.00   0.93  -1.99   1.62   1.75   0.55  -3.24   0.76   1.76   0.44  -3.16   1.36
194101  -1.70  -2.39  -2.04   1.38  -1.56  -6.85  -0.32  -5.34  -9.95  -2.72  -3.69  -9.76  -3.24  -2.16  -3.60  -1.21  -2.25
194102  -2.66  -1.12  -0.68  -2.18  -3.57  -2.44  -3.29  -2.32  -1.54  -1.36  -0.90   1.47  -0.29  -1.20  -2.49  -0.62  -2.04
194103   2.20   1.48   3.77   1.64   4.95   1.82  -0.39  -1.70  -0.54   0.34   0.34  -1.68   2.23  -3.33   1.14   0.11   1.59
194104  -4.24  -5.94   1.52  -4.29  -6.30  -3.80  -4.23  -4.76  -7.43  -7.04  -8.52 -10.63  -3.86  -9.61  -5.32  -7.45  -6.29
194105  -0.62   2.71   5.52  -1.05   0.05   3.68  -2.41   0.08   6.02  -2.12   1.12   0.56   0.71  -4.43   2.33  -2.25   0.17
194106   4.64   6.60   5.09   4.19   3.68   6.71  10.21   6.59   5.62   6.77   9.30   3.56   4.31   3.94   5.05   4.14   5.58
194107   6.68   8.62  10.94   8.89   5.83   5.85   3.87   7.15   7.57   7.27   3.63   3.76   7.19   5.33   4.59   7.60   2.20
194108   1.84   0.06  -3.50  -0.37  -3.60  -0.64  -0.06   0.21  -1.55  -2.71   0.67   2.45  -0.43  -2.06   2.44   0.31   1.22
194109   2.78  -3.45  -0.61   0.04  -2.68  -2.10  -0.10  -1.26  -5.09  -0.07  -1.33   4.23  -3.64  -2.85   0.56   0.54  -0.05
194110  -4.44  -7.48   2.30  -3.97  -7.34  -6.21  -9.00 -11.57  -5.82  -6.27  -9.10  -8.02  -3.56  -9.68  -5.22  -5.98  -3.46
194111  -0.44   0.52   3.19  -1.76   0.24   0.69  -6.97  -0.26  -2.23  -9.34  -2.21  -3.61  -1.56  -6.68  -4.60  -2.59  -3.71
194112  -5.14  -2.56 -11.17  -3.32 -18.83   1.04  -2.04  -0.43   6.79 -14.64   0.99 -11.99  -3.60  -7.48  -9.55  -7.53  -9.02
194201  -0.31   5.86  -1.69   9.36   9.69  -8.41   1.76   3.48   0.27   7.96   1.79   5.97   7.28   4.09   0.63   5.77   0.46
194202  -6.69  -1.96  -5.88  -1.63  -0.97  -5.12  -4.71  -1.31  -0.50  -0.93  -2.50   5.63  -1.75  -2.45  -2.03   0.24  -0.57
194203  -6.90 -10.60  -8.33  -2.92  -3.06  -8.30  -9.28  -3.66  -4.52  -4.72  -6.70   1.58  -7.40 -12.13  -7.20  -6.26  -5.91
194204  -2.77  -4.70  -3.53  -8.32  -3.83  -1.69  -3.42  -3.91  -7.36  -3.59  -3.68  -4.54  -4.05  -3.42  -5.86  -1.69  -6.69
194205   7.69   4.73   6.86   3.95   4.89   4.65  10.40   6.20  -2.91   7.39   6.47  10.21  -0.51   8.40  11.84   8.48   7.41
194206   4.31   3.81   4.45   2.56   5.77   5.11   2.57   2.22   3.47   3.42   4.55   1.66   0.75   1.70   2.52   1.98  -1.35
194207   2.30   5.05   6.08   4.47   6.30   0.99   2.51   3.02   3.81  -0.75   2.17   2.05   6.73  -0.44   4.86   5.44   4.70
194208   2.00  -0.10   3.57   1.91   3.81   1.02  -0.67  -0.17   1.40   1.88   0.37   2.37   4.13   0.80   1.74   1.84   2.28
194209   0.95   1.37   2.32   2.47   3.35   4.92  -1.48   3.16   1.43  -0.54   4.35   2.45   4.11   5.83   0.65   2.23   2.96
194210   4.10   9.59   9.69   3.58   8.56   6.60   5.26   6.30   6.80   5.65   6.48   5.93   8.24  15.15   0.48   9.27   6.41
194211   4.68  -2.42   0.98   0.23   2.63   0.74  -0.61   1.82  -6.99   3.09   0.47  -0.35  -5.37  -1.31   6.71   2.71   2.49
194212   3.81   5.10   7.54   7.05   6.12   6.09   5.19   6.78   3.69   3.17   6.49   8.41   3.41   4.36   2.54   5.30   2.44
194301   8.05   8.62   6.35   7.57   8.43   4.47   8.16   5.82   9.45  12.51   7.50   4.96   8.29  14.70   7.03   6.73   5.68
194302   4.18   5.14   7.85   7.44  11.02   2.11   2.99   7.74   5.92   2.66   4.39   7.78  10.14   7.92   2.80   9.20   8.85
194303   4.39   9.18   6.91   7.05  10.54   2.49   2.76   6.42   8.35   7.04   6.90   4.87   9.43   4.67   8.55   9.60   4.51
194304   1.07  -0.49   0.85  -0.78   3.80  -0.65   1.04  -1.68  -4.02  -2.23  -1.02   0.53   2.39   4.02   1.72   1.51   4.93
194305   6.84   1.71   5.70   3.58   8.87   6.65   5.25   7.24   3.35   9.09   4.55   6.44   5.38   4.55   7.55   8.53   6.08
194306   1.70  -3.96   1.26   5.51   3.29   0.16   1.30   4.23  -0.84   3.94   3.98   5.12  -1.00   4.19   5.34   0.11   1.60
194307  -0.77  -3.22  -2.78  -3.27  -9.93  -6.56  -3.24  -7.66  -5.24  -7.14  -7.23  -9.69  -7.67  -0.49  -2.97  -4.30  -2.58
194308   0.75   1.49   1.08   0.99   4.57   0.60   0.73   0.47   0.26  -1.02   1.24   3.41   1.10   1.84   3.69   1.05   1.19
194309   1.99   1.18   1.35   3.32   4.49   2.34   3.28   5.13   1.71   6.01   4.43   1.57   2.12   3.87   2.07   1.63   2.10
194310   0.58  -3.16  -2.07  -1.32  -0.40  -2.26  -1.21  -1.83   1.09  -0.53  -3.07  -1.14   0.09   0.56  -2.57  -0.92   0.18
194311  -4.04  -4.83  -6.86  -3.15  -8.08  -5.01  -4.60  -5.62  -7.24  -6.86  -5.82  -5.30  -9.42  -8.38  -4.33  -7.21  -4.41
194312   6.02   4.11   7.15   5.65   9.91   3.12   5.03   7.03   4.21   5.54   8.67   8.01   8.26   7.41   6.70   8.31   5.64
194401   3.22   3.68   0.53   2.94   0.48   0.29   4.10   2.91   3.14   2.67   0.78   0.96   5.84  -0.33   0.83   1.06   1.19
194402  -0.61  -0.40   0.04   1.69   0.05  -0.82  -1.92  -1.62   0.05  -1.12  -1.30   3.83   3.46   1.52   1.05   0.22   0.39
194403   2.87   0.59   1.82   3.31   1.76   2.47   2.05   2.89   1.45   6.96   2.91   4.91   1.92   1.79   2.21   3.56   2.13
194404  -2.55  -2.94  -1.31  -0.83  -2.95  -1.76  -1.27  -0.43  -2.22  -2.48  -2.08  -1.14  -2.47  -0.92  -0.84  -3.00  -1.26
194405   5.31   2.91   4.92   4.87  10.64   4.05   5.45   5.86   4.46   9.53   4.82   7.84   4.85   2.78   4.91   3.79   4.51
194406   3.95   9.41   0.47   8.14  10.54   5.49   6.06   9.83   9.64   4.68   6.31   9.22   4.49   4.91   5.86   8.30   5.57
194407   0.06  -1.50  -1.29  -2.05  -0.49  -2.29  -0.83  -2.44  -2.07  -1.79  -1.94  -5.05  -0.08   0.20  -0.11  -1.43  -0.86
194408   2.07  -1.23  -1.96   3.85   5.45   0.57   1.85   3.54   1.86   1.78   2.74   3.85   1.51   3.66   3.20   1.93   1.22
194409   1.30  -0.09  -1.36   0.76   1.72   0.11  -2.11  -1.06   1.14  -1.34  -0.46   0.67   1.44  -1.53   1.60  -0.07   0.04
194410   0.10  -0.81   1.90   0.32  -1.43   0.48   0.16  -1.40  -0.26  -1.36   0.53  -2.69   1.06   1.36   0.40  -0.20  -0.04
194411   1.66   4.61   2.65   1.40   2.05  -0.66  -0.17   0.78   1.11   1.99   1.90   2.33   4.61  -0.40   2.76   0.68   1.37
194412   2.51   4.62   5.03   2.53   6.27   1.95   1.35   4.29   6.84   0.72   4.19   3.78   9.96   3.11   2.09   2.72   2.86
194501   2.71   6.74   4.95   1.78   2.54   2.40   1.52   4.59   2.75   5.69   0.70   1.29  -0.84   5.69  -0.01   3.65  -0.01
194502   2.91   5.85   7.34   4.75   4.94   5.58   5.48   7.39   9.06   5.47   6.35   7.82   8.65   6.11   4.48   7.43   4.23
194503  -2.60  -4.88  -5.22  -3.47  -2.70  -3.43  -3.48  -4.58  -5.44  -5.13  -4.22  -6.05  -3.70  -3.09  -1.16  -3.88  -2.25
194504   6.57   6.08   6.87   6.93   5.46   8.11   6.37   8.48   9.47   8.90   8.80  11.21   9.60  10.10   7.15   6.17   4.71
194505   2.03   2.79  -0.99   4.42   5.86  -0.23   3.90   1.47  -0.47   3.68   1.75   0.68   2.78   1.89   6.38   0.90   3.43
194506   0.48   2.23  -0.54   2.74  -0.88  -2.41  -1.51  -1.36   2.13  -3.50  -1.94  -1.35   6.19   5.16  -3.63   3.62   1.83
194507  -1.62  -3.55  -3.25  -2.69  -3.26  -2.52  -0.85  -2.83  -2.38  -0.77  -1.71  -0.86  -6.30  -0.33   0.02  -3.31  -0.57
194508   6.14   2.26   2.22   9.48   9.43   9.38   9.67  11.79   6.73   9.79   8.87   9.23   1.61   1.03   8.26   8.99   5.46
194509   7.95   5.32   1.84   6.20   3.64   6.61   2.51   7.51   8.02   3.98   3.81   2.58   6.18   6.59   5.80   1.84   3.70
194510   9.24   6.43   6.29   3.96   3.47  -0.36   3.26   0.45   4.80  -2.78   1.85   0.19   4.22   6.18   6.16   7.31   3.61
194511   3.25  12.04   8.45   8.49   8.45   3.06   4.13   4.65   6.79   3.88   3.21   2.65   7.85   4.81   6.64   4.85   5.27
194512   2.18  -2.94  -0.25   2.33   5.19   2.35  -0.07   1.25   0.45  -1.53   1.99   2.56   0.01  -1.00   3.56   4.55   1.35
194601   4.74   7.29  -0.20  11.45  10.11   5.33   3.33   8.94  13.47   3.66   6.45   6.79   6.80  10.84  10.87   7.78   4.51
194602  -4.18  -3.79  -4.72  -7.31  -7.61  -4.32  -5.56  -2.89  -7.57  -7.13  -7.10  -8.93  -7.13  -5.73  -4.16  -7.57  -4.22
194603   5.63   0.38  11.21   7.45   7.34   7.12  10.25   7.03   3.54   1.74   3.39   0.78   3.21   6.27  11.69   5.61   4.52
194604   2.44   4.05   8.77   6.80   4.86   5.76   8.06   4.02   3.91   5.88   2.78   1.41  -0.70   4.34   7.17   0.96   3.75
194605   2.53   3.37   3.60   9.07   7.85   4.19   2.95   5.27   6.74   5.98   6.42   4.97   4.96   3.04   1.60   3.93   1.69
194606  -2.44  -4.25  -3.20  -5.98  -7.45  -2.87  -4.68  -4.67  -2.33  -3.33  -4.96  -5.87  -3.43  -2.80  -8.04  -2.71  -2.31
194607  -0.12  -4.62  -0.04  -3.16  -5.01  -2.37  -1.38  -5.40  -2.62  -4.53  -3.67  -4.63  -5.39  -3.63  -3.15  -4.47  -1.34
194608  -4.94  -6.27  -5.65  -7.83  -7.81  -6.52  -3.45  -6.64  -7.54  -5.59  -7.59 -10.53  -6.59  -5.35  -4.58  -6.58  -6.61
194609 -10.18  -7.71  -7.94 -12.20 -10.99  -8.79  -8.95  -8.68 -11.98 -13.03 -10.12 -14.85 -15.33  -8.97  -6.79 -13.51  -8.02
194610  -0.40   0.55  -0.71  -1.76  -2.01  -3.65   1.87  -1.65   1.45  -0.98  -2.94  -3.26  -0.94   1.43  -2.25  -1.48  -4.03
194611  -1.63   0.67   0.56  -1.69  -1.20   3.40   0.74   1.92   2.14   4.71  -1.31  -1.30  -1.18   0.80  -5.14   0.05   1.02
194612   3.82   0.05   4.35   2.32   3.65   6.66   6.45   9.59   5.09   3.42   5.54   6.25   2.73   6.09   4.08   8.22   4.41
194701  -1.01   3.15  -0.69   4.29   0.32  -0.42  -1.61   0.62   1.01   5.86   4.75  11.14   1.33  -0.14   0.89   2.27   0.20
194702   0.68   1.31  -2.70   2.03  -0.38  -0.17  -3.50  -4.12  -0.91   0.56  -1.51   1.61  -0.65  -0.90  -0.25  -2.79  -1.65
194703  -1.78  -1.77   2.28  -3.66  -4.32  -0.05  -2.69  -2.91  -1.73  -4.27  -1.16  -2.70  -3.40  -2.79  -2.14  -2.48  -2.69
194704  -5.89  -4.09  -0.28  -7.52  -8.93  -3.85  -6.94  -5.29  -6.56  -6.46  -5.68  -3.88  -6.80  -3.75  -8.04  -6.46  -3.77
194705  -1.00  -1.68   2.69  -3.63  -4.23  -0.35   0.55  -3.16  -2.44  -3.19  -0.55  -1.95  -3.58  -2.48  -0.10  -0.94  -1.88
194706   6.18   2.92   7.71   9.46   3.83   8.05   4.13   6.27   2.28   4.23   5.70   6.12   2.55   3.97   9.98   7.12   0.27
194707   4.71   6.32   3.63   6.29   9.39   1.30   4.25   3.57   7.29   0.97   5.20   4.72   6.49   2.54   4.57   2.44   2.91
194708  -1.59  -1.56  -2.35   0.32  -0.52  -0.49  -2.09  -3.07  -0.61  -2.02  -3.44  -0.91  -1.58   0.24  -3.58  -1.29  -1.61
194709   0.82   0.65  -3.00   0.32  -2.03  -0.99  -0.46   0.69   0.54  -2.52   1.51   0.10  -0.59  -1.31  -3.04   0.77   1.52
194710   1.81   1.03   5.30   3.26   4.67   1.04   0.61   3.69   5.62   4.00   2.52   2.71   0.62   0.15   3.17   3.04   1.20
194711  -2.47   2.22  -0.40  -0.71  -2.40  -0.92  -1.26  -1.66  -0.13  -6.77  -0.91  -2.82  -2.53  -7.60  -2.33  -1.65  -2.19
194712  -0.09  -2.79   9.45   4.40  -1.47   1.89   2.04   2.85   3.73   1.92   2.99   2.40   6.62   1.19   0.39   1.07   0.36
194801  -3.01   0.54  -7.57  -2.32  -3.98  -4.44  -4.04  -5.87  -4.10  -1.61  -5.26  -5.25   0.11  -0.21  -3.35  -1.26  -2.12
194802  -6.87  -3.01  -2.87  -7.46  -4.18  -5.55  -3.02  -5.53  -5.02  -3.50  -4.63  -5.82  -4.08  -3.47  -3.60  -5.28  -2.94
194803   7.03   8.50   9.93   7.92   6.63   8.11   1.37   7.62  12.83   7.79  10.25   7.25  10.34   6.61   6.68   8.24   6.26
194804   1.16   5.19  11.40   4.25   3.37   2.64   1.32  -0.34   2.33   3.64   0.89   1.18   3.28   1.50   4.82   4.30   2.46
194805   4.64   5.27   5.90   9.07   9.38   7.77   4.30   9.12   8.08   7.44  10.48  14.62   5.56   5.74   8.91   9.96   6.23
194806  -1.78  -0.01   3.60  -3.14  -1.50   0.51  -1.89  -3.57   0.19  -3.20  -2.02   0.30  -0.62   2.59  -1.43  -0.40  -0.71
194807  -3.22  -3.25  -7.23  -2.09  -6.01  -5.52   0.65  -6.64  -3.90  -5.56  -6.60  -4.44  -3.89  -4.36  -7.87  -5.68  -3.70
194808  -0.17  -0.88  -2.08  -1.57   0.83  -0.32   0.13   1.38   1.64   0.00   1.66   1.07   1.75   0.10   2.94  -0.82   0.69
194809  -4.05  -2.88  -4.42  -3.99  -3.10  -1.70  -3.55  -4.08  -2.16  -1.90  -3.46  -3.97  -3.46  -0.91  -0.76  -0.88  -2.09
194810   4.02   5.14   9.25   2.50   5.27   7.04   3.64   8.17   8.40   3.57   6.28   8.15   4.35   4.43   4.05   6.07   3.00
194811  -6.35  -5.97 -12.32  -8.76  -8.20  -8.59  -4.09  -7.93 -12.59  -7.88  -9.79 -12.07 -12.93  -9.07  -5.66  -8.65  -5.47
194812   1.09  -0.03   4.84  -0.92  -2.00   7.85   1.88   1.67   2.00   3.19   4.25   3.71   2.09   2.66   1.60   6.14   3.01
194901   3.47   0.39  -3.80   3.15   2.59  -0.32   3.96   1.01   0.80   3.75  -1.06   2.64   0.54   4.76   1.00  -0.86  -0.92
194902  -2.30  -1.11  -4.22  -2.94  -4.50  -2.12  -2.07  -2.66  -5.86  -0.18  -3.71  -3.57  -4.83   0.67  -2.23  -0.72  -1.25
194903   4.55   3.89   6.10   0.11   5.64   3.04   4.11   3.25   1.38   4.69   5.67   3.33   4.91   3.78   4.51   7.37   2.78
194904  -1.94  -0.37   1.54  -3.27  -4.11  -2.38   0.12  -3.01  -4.95  -4.50  -3.47  -4.07  -3.36   1.23  -1.58  -0.32  -2.66
194905  -1.28  -1.65  -5.72  -1.23  -1.50  -1.02   1.01  -2.95  -6.52  -1.83  -4.32  -3.00  -4.07  -0.58   0.53  -1.95  -3.02
194906   0.74  -1.31  -1.25   4.27  -3.07   0.57   0.77   1.77  -1.27  -0.87   1.70   1.59  -1.73  -0.93   2.91  -0.65   0.08
194907   5.54   3.76   6.25   5.09   8.29   4.50   4.92   7.22   7.86   3.89   6.38   9.29   3.91   4.74   5.23   6.34   3.71
194908   4.50   2.40   5.54   2.39   5.07   3.32   2.02   2.20  -0.28   2.78   1.29   2.16   0.66   3.68   1.41   2.61   1.94
194909   2.73   1.94   2.97   3.36   6.01   4.94   2.14   3.23   3.56   2.72   3.10   2.24   3.03   4.05   2.24   6.29   2.70
194910   2.27   2.53   3.79   2.53   4.76   4.19   2.37   3.29   5.09   2.82   3.66   7.51   1.51   1.31   0.62   4.23   2.70
194911   2.22   0.74  -2.91   0.13   5.08   5.02   3.09   4.55   2.67   1.97   2.71   4.61   0.53   3.28   2.13   3.04   1.73
194912   5.65   1.12   1.09   6.18   5.12   5.82   4.95   7.53   6.31   6.84   8.22   8.54   8.12   3.25   4.77   6.16   4.69
195001   1.92   3.70  -0.73   1.96   6.94   0.81  -0.04   0.03   3.69   6.55   2.49   1.49   4.73   3.75   0.33   1.71   2.78
195002   1.34  -0.58  -0.48  -4.74   4.81   0.93   2.04   2.01   3.38  -3.27   2.37   3.26   2.67   2.40   2.48   3.45   0.77
195003   0.12  -1.56   4.95  -3.06   1.09   3.68  -1.85   1.23  -1.51   1.21   0.01   1.77  -1.38   0.56  -0.23   0.00   3.86
195004   0.02   2.62   3.30   5.09   3.75   9.60   2.88   4.61   7.58   1.20   2.87  11.10   3.36   0.95  -0.51  -0.55   4.69
195005   2.04   3.67   8.89   4.52   3.04   7.47   2.60   4.52   6.14   3.91   2.26   6.58  -0.01   1.83   3.02   4.73   2.53
195006  -6.11  -6.08  -4.40  -5.04 -10.18  -6.70  -4.95  -8.41  -4.14 -12.08  -7.22  -3.71  -5.98  -7.66  -4.10  -7.63  -6.26
195007  -1.37   6.37   8.73  12.51  -4.37  -3.76  -3.60  -7.56  12.15  -4.26   0.35  -2.24  16.45  -5.23  -1.25  -5.99  -0.25
195008   5.04   8.82   4.24   3.07   7.91   7.59   4.31   7.36   4.74   4.22   5.04   9.30  -0.48   3.39   3.87   4.39   4.85
195009   4.64   7.50   3.54   5.06   9.34   4.16   3.92   8.30   3.22   7.60   4.85   8.60   3.07   4.51   8.72   8.51   3.46
195010  -0.53  -2.69   0.37  -0.39  -3.37  -0.93  -0.31  -1.34   4.00  -1.54  -0.47   0.87  -0.01  -0.74   1.14  -1.07  -1.27
195011  -0.06   6.74   5.29   2.67   0.58   7.47   0.87   5.36   5.25  -0.17   3.08  -2.71   4.65  -1.18   1.05   2.75   2.37
195012   2.15   8.75   8.62  10.10   1.16   5.94   1.99   3.94   7.63   1.58   6.16   1.64  14.75   3.59   2.74   4.47   3.68
195101   5.15   5.83   6.27   3.17   7.86   4.26   4.36   7.44   8.48   9.03   6.57   9.12   7.05   5.04   3.46   2.20   4.47
195102   1.02  -0.27   0.98   2.57   2.62   2.71   0.86   3.15  -2.31   4.36   1.05   2.81  -1.32   3.11   3.42   2.25   2.95
195103  -1.76  -3.40  -2.32  -7.68  -2.61  -1.84  -0.73   0.60  -5.14   2.11  -2.01   1.28  -4.63  -1.39  -2.30   0.49  -2.06
195104   1.08   3.70  11.08   1.82   1.68   8.38   4.17   4.14   6.57   3.87   3.78   3.46   4.02   0.22   0.43   3.81   3.83
195105  -1.00  -0.93  -3.02  -1.22   1.19  -0.27  -0.77  -3.84  -3.74  -3.57  -2.95  -5.60  -3.62  -0.05  -1.83  -1.55  -1.21
195106  -3.30  -4.43   1.13  -4.28  -4.19  -0.89  -3.49  -1.12  -8.19  -2.17  -2.88  -6.97  -8.06  -0.41  -2.43  -0.15  -0.99
195107   3.45   7.99  11.47   1.87   4.14   7.95   9.45   8.05   9.71   6.17   6.49   3.04   8.77   5.30   2.44   5.91   4.94
195108   3.43   8.36   5.73   3.80   5.72   2.30   0.56   4.77   9.81   4.69   5.25   7.20   2.06   2.13   2.62   4.12   3.75
195109  -0.16   8.94  -0.88  -2.29   2.43  -1.45  -0.78   1.11   1.30   1.24   2.68   2.69   3.64   1.33   2.39   1.26   0.77
195110  -3.52  -5.41   1.22  -2.36  -3.18  -7.66  -3.73  -2.59  -1.49  -2.93  -4.51  -1.80  -3.46   0.71  -2.67  -2.01  -2.67
195111  -0.30   2.10  -0.86   0.40   3.97   0.07  -0.44  -0.33   1.21   1.92   1.34   1.85   1.21   1.66   1.47   3.29   1.04
195112   2.40  -1.91   4.83   1.32   1.73   8.56   3.27   3.69   0.46   2.07   5.09   2.46   1.60   3.27  -0.25   6.17   2.11
195201   0.09   4.13   6.65  -2.72   1.91  -3.61   2.09   0.56   3.03   3.98  -1.74  -1.28   3.63   3.08  -0.62   2.74   0.24
195202  -1.54  -3.65  -3.48  -3.68  -1.76  -3.09  -2.46  -3.05  -6.14  -3.42  -3.29   0.62  -2.12   0.69  -3.76  -0.26  -1.76
195203   1.26   1.05   8.85   3.59   1.74   3.38   1.35   3.07   1.86   6.59   3.82   8.66   6.76   2.23   2.77   3.93   2.77
195204  -2.97  -6.41  -7.66  -4.37  -4.85  -7.26  -4.77  -3.99  -7.83  -4.17  -3.68  -2.93  -3.54  -1.80  -1.41  -1.53  -3.70
195205   2.37   3.14   3.48   3.77  -0.77   6.64   0.74   4.28   2.55   0.94   3.30   4.27   4.58   2.99   2.59   2.65   1.32
195206   2.31   3.84   5.49   4.54   2.99   3.71   1.07   3.08   5.74   6.55   4.09   5.29   5.16   1.10   3.01   2.67   3.73
195207   1.11   1.02  -1.05  -0.18  -0.39   1.47  -1.31   0.95   3.30  -1.53   2.63   2.65   0.71   2.17   2.13   2.54   1.05
195208   1.22   0.01  -2.69  -0.72   2.05  -1.66  -0.11  -1.02  -2.35  -2.01  -1.02   2.08  -0.21   1.91  -0.27  -1.17   0.39
195209  -3.13  -2.45  -4.37  -3.98  -1.13  -1.53  -2.20  -2.08  -3.85  -1.31  -0.24  -0.89  -1.82   0.36  -0.54   0.28  -0.25
195210  -1.78  -3.88   0.44  -5.72   0.45  -2.08   2.18  -1.98  -1.56  -1.57  -1.67   1.34   0.57   0.47  -1.25  -3.29  -0.09
195211   5.31   7.09   1.95   6.35   4.15  10.15   7.13   7.44   7.81   8.29   8.68   6.50   7.10   5.18   4.57   7.80   6.21
195212   1.32   1.02   4.63   2.85   3.45   1.61  -0.61   2.70   4.22   3.07   3.22   7.25   3.43   1.80   1.21   4.07   1.74
195301   2.34  -0.08  -3.08  -1.58   0.80   0.28  -0.21   0.49   1.42  -0.13  -1.40  -0.38   2.74   0.94   0.88   0.00   0.04
195302   0.48   1.98   0.35   2.43   0.74  -2.73   2.49  -0.19  -0.39   2.13  -0.06  -1.18  -0.55   0.41  -0.12  -0.23   0.25
195303  -0.54  -4.28  -0.50  -3.88  -0.59   0.03  -1.78  -0.12  -4.72   0.72  -0.34  -4.54  -2.76   0.16  -0.44   0.77  -1.11
195304  -0.99  -3.02  -5.18  -2.20  -3.73  -3.41  -0.84  -2.02  -2.04   0.68  -1.18  -1.86  -3.18  -3.21  -0.67  -4.54  -1.76
195305   0.38  -1.56   1.89  -0.03   1.58  -0.22  -0.16   0.78   0.04  -1.38   0.86  -0.08   2.81   0.04   1.58   0.60   0.45
195306  -1.40  -4.15  -0.01  -0.82  -3.82  -1.18  -1.75  -4.36  -2.80  -0.45  -2.38  -3.32  -1.73  -3.06  -1.99  -2.93  -0.63
195307   2.57   0.92   3.99   0.90   2.84   2.68   4.51   2.69   3.34   3.56   1.66   0.68   1.16   3.36   2.10   1.30   1.50
195308  -2.63  -6.06  -6.35  -3.66  -3.15  -2.62  -3.38  -4.43  -8.02  -5.71  -4.33  -6.49  -7.60  -0.37  -2.45  -2.93  -3.15
195309  -0.31  -1.52  -1.89  -2.10  -0.58   1.73   1.27   1.38  -0.46   2.79   1.82  -0.84  -1.17   1.61   0.25   0.50   2.30
195310   1.30   2.83   5.69   0.96   5.36   4.37   1.52   6.32   8.27   6.09   6.69   7.92   4.08   4.51   0.78   4.53   3.36
195311   3.05  -0.02   1.95  -0.25   4.91   4.70   0.32   4.42   2.04   4.35   5.36   0.25   2.58   3.00   3.45   4.10   3.47
195312   0.93  -2.85   0.50  -2.42  -0.32   0.77  -2.00   1.68  -0.84  -1.12   0.27  -1.32  -2.55   0.59   1.37   0.26   1.04
195401   4.37   8.11   8.62   5.77   5.75   0.59   3.79   6.84   7.56   1.03   6.90   5.29   7.91   3.30   3.11   4.14   4.15
195402   0.00   2.52   2.90   1.82   1.93   0.32  -1.76   1.04   0.31   2.99   4.90   1.55   2.04   1.57   0.32   1.56   2.13
195403   2.13   2.66   4.32  -1.01   1.57   4.39   1.91   2.27   6.07   3.94   7.07   3.54   2.57   3.00   0.41   4.91   3.33
195404   0.95   2.25   6.22  -3.39   3.88   6.60   3.21   4.73   6.59   2.74   8.69   4.14   1.39   1.21   1.63   5.35   3.21
195405   1.77   6.52   2.94   9.30   1.00   3.98   2.35   2.03   6.93   4.75   0.81   4.67   5.81   2.69   2.94   1.45   1.63
195406   2.62   0.28  -5.98   2.46   1.82   3.49  -2.59   6.43   1.41   7.51   7.81   1.14   1.80   1.34   2.40   2.68   2.40
195407   5.67   5.11   4.27   7.87   5.05   2.05   6.36   5.66   7.96   3.98   0.48  10.08   8.31   5.41   4.07   7.48   5.78
195408  -2.68  -3.02   0.49  -4.13  -1.74  -3.37  -0.53  -3.43  -6.30  -5.71  -4.03  -3.48  -2.65  -1.72  -0.17  -0.32  -1.99
195409   3.41   7.75  10.07   4.15   5.40   7.18   4.14   6.64   7.67  -0.05   6.93  14.66   3.49   2.01   5.00   3.22   4.59
195410  -2.25  -2.05  -2.00  -1.18  -2.03  -4.21  -2.12   1.29   0.26  -2.38  -1.07  -0.90   2.00  -3.80  -2.53  -1.41  -0.22
195411   6.44  12.31   7.91   7.91  10.06  14.57   7.81  15.67  15.40   8.97  12.35   4.21  11.10   5.69   8.47  10.67   7.88
195412   3.14   5.21   6.42   6.49   2.90   3.70   5.93   2.31  12.26   5.64   3.62   7.55  12.76   3.58   2.02   6.04   3.91
195501  -0.28   1.50   0.46   1.71   4.44  -2.56  -1.55  -1.26   3.40  -2.20   3.04   0.51   3.02   1.44   1.85   0.17   0.01
195502   1.79   1.07   2.38   1.77   6.71   4.30   2.37   3.58   4.41   3.56   4.61  -1.23   5.15   3.64   1.31   2.01   4.04
195503  -0.46   6.22  -0.18  -2.97  -1.30  -1.11   1.83  -0.09   2.96   1.98  -1.19   0.08  -0.71  -0.71  -1.34   1.11  -0.01
195504   3.60  -0.46   0.59   1.66   4.49   8.07   2.78   6.00   2.67  -1.68   4.51   5.43   2.37   2.55   1.86  -1.43   3.65
195505   0.18   5.97  -0.72   0.38   0.80   5.45   0.03   2.57   2.08   2.08  -0.94  -1.22   0.29  -0.13   3.23   2.34   2.61
195506   2.79   1.84  11.26   4.87   1.02  12.32   0.27   5.45  12.45   4.25   4.43  10.61   1.24   1.66   4.67   3.87   4.39
195507   0.81  -4.76   2.84   3.04   0.68  -2.05   3.28  -0.27  -0.32  -2.83  -2.23  19.97  -1.60   3.68   1.95  -0.77  -0.35
195508  -1.08   3.52  -1.16  -1.14   3.85   2.39   1.10   1.74   6.14   0.36   0.07  -4.55   1.35   0.07   1.84   0.80  -0.68
195509  -2.72  -2.71  -0.34  -0.78  -4.74  -3.05  -0.61   1.29   0.89  -0.11  -2.82   9.33  -2.00  -2.63   3.89  -3.91   0.40
